年份,省份,low_低空经济产业规模,low_航空运输业就业人员数,low_低空经济企业个数,low_低空交通起降基础设施数量,low_互联网宽带接入端口,low_民用通用机场数量,low_航空邮路总长度,low_民用机场旅客吞吐量,low_货邮吞吐量,low_移动电话基站密度,low_公共安全财政支出,low_科学研究和技术服务业城镇单位就业人员,low_规模以上工业企业R&D经费,low_高技术产业有效发明专利数,low_低空经济政策数量,low_score,green_道路网密度,green_万人公交车标台数,green_公交站点500m覆盖率,green_新能源充电桩数量,green_人均道路面积,green_绿色交通出行分担率,green_私家车拥有量,green_城市化率,green_人口密度,green_人均GDP,green_全年空气质量优良天数,green_可吸入颗粒物年均浓度,green_二氧化碳年排放量,green_高峰期平均车速,green_高峰拥堵延时指数,green_建成区绿化覆盖率,green_环保财政支出占比,green_道路运输财政支出占比,green_新能源车辆占有率,green_score,区域,low_score_lag1,low_低空经济产业规模_lag1,low_航空运输业就业人员数_lag1,low_低空经济企业个数_lag1,low_低空交通起降基础设施数量_lag1,low_互联网宽带接入端口_lag1,low_民用通用机场数量_lag1,low_规模以上工业企业R&D经费_lag1,low_高技术产业有效发明专利数_lag1,low_低空经济政策数量_lag1,green_道路网密度_lag1,green_新能源充电桩数量_lag1,green_绿色交通出行分担率_lag1,green_新能源车辆占有率_lag1,green_人均GDP_lag1,green_城市化率_lag1,green_score_lag1,low_policy_intensity,green_support_base,policy_trend,gdp_trend,target_trend,year_index,region_code,预测值,情景
2027,云南,0.031129735744420413,0.2043447176752707,0.0333333333333333,0.7359496673964185,0.30695746570610877,0.7857142857142857,0.0751256783027666,0.032747555928747,0.0040296924708377,0.0272912975452707,0.2354611174525127,0.1008522727272727,0.0799252602170739,0.00851805606947621,0.4297142857142857,0.25704740102833495,0.0943396226415094,0.161127895266868,0.5767195767195767,0.11748273359657174,0.1934121621621621,0.5149797570850206,0.6912000425412308,0.1991179713340683,0.0282046046250446,0.3239821914292098,0.9470588235294116,0.9168377823408624,0.6695070697465266,0.3890804597701148,0.4671945701357466,0.0930527843279521,0.2831460674157303,0.3906935908691835,0.11977520196698277,0.2202332862370686,西部,0.0904286658356548,0.0135426285010772,0.1888470188712968,0.0666666666666666,0.5384615384615384,0.2361788216717655,0.7857142857142857,0.0561123010378391,0.0049037413730475,0.1428571428571428,0.0896226415094339,0.069007668131862,0.4251012145748991,0.0727081138040042,0.2881972976915705,0.1669239250275634,0.2202332862370686,0.2968107335459237,0.21765935339832782,0.08518702910770085,0.021759997931812602,0.0,11,2,0.22283451265125784,加大投入情景
2028,云南,0.03215906984700568,0.2043447176752707,0.0333333333333333,0.7602845379734421,0.31264186321918486,0.7857142857142857,0.0751256783027666,0.032747555928747,0.0040296924708377,0.0272912975452707,0.2354611174525127,0.1008522727272727,0.08256806440516218,0.008799713635477772,0.4657142857142857,0.2699051343150747,0.0943396226415094,0.161127895266868,0.5767195767195767,0.12062959253219417,0.1934121621621621,0.5222672064777332,0.6912000425412308,0.2006615214994487,0.0282046046250446,0.32942219091216296,0.9470588235294116,0.9168377823408624,0.6695070697465266,0.3890804597701148,0.4671945701357466,0.0930527843279521,0.2831460674157303,0.3906935908691835,0.12249736564805055,0.2202332862370686,西部,0.0904286658356548,0.0135426285010772,0.1888470188712968,0.0666666666666666,0.5384615384615384,0.2361788216717655,0.7857142857142857,0.0561123010378391,0.0049037413730475,0.1428571428571428,0.0896226415094339,0.069007668131862,0.4251012145748991,0.0727081138040042,0.2881972976915705,0.1669239250275634,0.2202332862370686,0.31098327896370204,0.22169271660912865,0.0993595745254792,0.027199997414765753,0.0,12,2,0.22335379893579146,加大投入情景
2029,云南,0.0332224398535075,0.2043447176752707,0.0333333333333333,0.7854240640211251,0.31832626073226095,0.7857142857142857,0.0751256783027666,0.032747555928747,0.0040296924708377,0.0272912975452707,0.2354611174525127,0.1008522727272727,0.08529825540885301,0.009090684474817624,0.5017142857142857,0.28294994589451783,0.0943396226415094,0.161127895266868,0.5767195767195767,0.12377645146781664,0.1934121621621621,0.5295546558704458,0.6912000425412308,0.20220507166482907,0.0282046046250446,0.3348621903951161,0.9470588235294116,0.9168377823408624,0.6695070697465266,0.3890804597701148,0.4671945701357466,0.0930527843279521,0.2831460674157303,0.3906935908691835,0.12521952932911834,0.2202332862370686,西部,0.0904286658356548,0.0135426285010772,0.1888470188712968,0.0666666666666666,0.5384615384615384,0.2361788216717655,0.7857142857142857,0.0561123010378391,0.0049037413730475,0.1428571428571428,0.0896226415094339,0.069007668131862,0.4251012145748991,0.0727081138040042,0.2881972976915705,0.1669239250275634,0.2202332862370686,0.32538637817863664,0.22572607981992954,0.1137626737404138,0.032639996897718904,0.0,13,2,0.22424847682164126,加大投入情景
2030,云南,0.03432097119322285,0.2043447176752707,0.0333333333333333,0.8113948522322958,0.32401065824533704,0.7857142857142857,0.0751256783027666,0.032747555928747,0.0040296924708377,0.0272912975452707,0.2354611174525127,0.1008522727272727,0.08811872275570792,0.009391276539671544,0.5377142857142857,0.2961880216870368,0.0943396226415094,0.161127895266868,0.5767195767195767,0.1269233104034391,0.1934121621621621,0.5368421052631583,0.6912000425412308,0.20374862183020945,0.0282046046250446,0.3403021898780692,0.9470588235294116,0.9168377823408624,0.6695070697465266,0.3890804597701148,0.4671945701357466,0.0930527843279521,0.2831460674157303,0.3906935908691835,0.12794169301018612,0.2202332862370686,西部,0.0904286658356548,0.0135426285010772,0.1888470188712968,0.0666666666666666,0.5384615384615384,0.2361788216717655,0.7857142857142857,0.0561123010378391,0.0049037413730475,0.1428571428571428,0.0896226415094339,0.069007668131862,0.4251012145748991,0.0727081138040042,0.2881972976915705,0.1669239250275634,0.2202332862370686,0.3400276546697007,0.22975944303073037,0.12840395023147785,0.038079996380672,0.0,14,2,0.22445520261600296,加大投入情景
2024,内蒙古,0.019073847232456014,0.0519146844605966,0.0,0.8755704347319437,0.1540619757228856,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.06734901766438343,0.004906807687408711,0.3217142857142857,0.2577228786060955,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.04606179758228957,0.6368243243243245,0.23423076923076933,0.766277718270699,0.5656802646085997,0.0031139925468375,0.49072048816609026,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.05508429926238142,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.3033811158900794,0.09626191608244167,0.05705178810278724,0.008676786627691169,0.0,8,2,0.2174784333511887,加大投入情景
2025,内蒙古,0.02010244974752949,0.0519146844605966,0.0,0.9227876500274912,0.15708279877627554,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.0709809734053015,0.0051714189463089215,0.3577142857142857,0.27535135556818335,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.04740340333711354,0.6368243243243245,0.2376923076923078,0.766277718270699,0.5701697905181917,0.0031139925468375,0.4993972747937815,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.05642781875658585,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.32347182174242556,0.09813417482272742,0.07714249395513342,0.017353573255382393,0.0,9,2,0.21752120798132366,加大投入情景
2026,内蒙古,0.021186522096303593,0.0519146844605966,0.0,0.9725511658053618,0.16010362182966545,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.07480879098595304,0.005450299995834191,0.3937142857142857,0.29354221291954763,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.04874500909193751,0.6368243243243245,0.24115384615384627,0.766277718270699,0.5746593164277838,0.0031139925468375,0.5080740614214727,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.05777133825079027,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.3442576895250944,0.10000643356301317,0.09792836173780226,0.026030359883073617,0.0,10,2,0.21807219723944377,加大投入情景
2027,内蒙古,0.02232905562130927,0.0519146844605966,0.0,1.0249982973668863,0.16312444488305536,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.07884303272124502,0.005744220368336732,0.4297142857142857,0.31232577835841263,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.05008661484676148,0.6368243243243245,0.24461538461538476,0.766277718270699,0.5791488423373758,0.0031139925468375,0.5167508480491638,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.0591148577449947,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.365776207496286,0.10187869230329893,0.11944687970899384,0.03470714651076473,0.0,11,2,0.2191465474905883,加大投入情景
2028,内蒙古,0.0235332029803283,0.0519146844605966,0.0,1.0802737650671619,0.16614526793644527,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.08309483052400277,0.006053991095028594,0.4657142857142857,0.33173401507616146,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.05142822060158544,0.6368243243243245,0.2480769230769232,0.766277718270699,0.5836383682469679,0.0031139925468375,0.525427634676855,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.06045837723919912,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.3880668855575631,0.10375095104358467,0.14173755777027094,0.043383933138455955,0.0,12,2,0.2190228675031762,加大投入情景
2029,内蒙古,0.02480228684570135,0.0519146844605966,0.0,1.1385300936501659,0.1691660909898352,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.08757591662189053,0.006380466943906252,0.5017142857142857,0.35180060995518997,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.05276982635640941,0.6368243243243245,0.2515384615384617,0.766277718270699,0.58812789415656,0.0031139925468375,0.5341044213045463,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.06180189673340354,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.41117136427577217,0.10562320978387044,0.16484203648848003,0.05206071976614718,0.0,13,2,0.22303947018427736,加大投入情景
2030,内蒙古,0.026139809072766883,0.0519146844605966,0.0,1.1999280331189623,0.17218691404322511,0.9285714285714286,0.0239850494499153,0.345495378422866,0.1240721102863202,0.0041013980348353,0.1707202856557497,0.0610795454545454,0.09229865593081509,0.0067245487783605855,0.5377142857142857,0.37256106652303805,0.0830188679245283,0.2870090634441087,0.4708994708994709,0.05411143211123338,0.6368243243243245,0.2550000000000001,0.766277718270699,0.592617420066152,0.0031139925468375,0.5427812079322373,0.5705882352941176,0.6498973305954825,0.803607293130723,0.275287356321839,0.5384615384615383,0.1195356430255759,0.3528089887640449,0.3125548726953467,0.06314541622760797,0.2109049888417547,西部,0.0793100143197488,0.0089258233302554,0.0491815487272673,0.0,0.7307692307692307,0.1457416362380341,0.9285714285714286,0.0479792316954256,0.0031877450304996,0.1428571428571428,0.0830188679245283,0.0293397790893714,0.1700404858299596,0.0354759395855286,0.4574885926538722,0.5391400220507165,0.2109049888417547,0.43513352978422914,0.10749546852415617,0.188804201996937,0.06073750639383818,0.0,14,2,0.22370440078077888,加大投入情景
2024,北京,0.19508496320431198,0.5932245043864222,0.0,0.04885394214974631,0.18623329714793244,0.0714285714285714,0.4668516946196473,0.5951938263459885,0.2608695652173913,0.5312771445344354,0.3221163695963942,0.890625,0.15859331332640378,0.13250348048715568,0.8931428571428571,0.28563571126209497,0.8330188679245283,0.9013091641490432,1.0,0.44893413243048597,0.4738175675675675,1.015,0.8205025942554145,0.9702138919514885,0.3381489611516667,1.018,0.4470588235294118,0.660164271047228,0.8712668713283369,0.0149425287356322,0.0,0.159441320515146,0.3910112359550561,0.1992976294995609,0.6851334738321039,0.5317419585593394,东部,0.2385269476340158,0.0920283164050477,0.580065237790256,0.0,0.0384615384615384,0.1827987762755353,0.0714285714285714,0.1000699413552891,0.1069115823490361,0.4285714285714285,0.8330188679245283,0.2871810578655607,0.9392712550607288,0.4517035475939586,0.9558617416723142,0.957442116868798,0.5317419585593394,0.29084045675279796,0.6731203688134307,0.030646912699229978,0.018000000000000016,0.0,8,0,0.48255308800509933,加大投入情景
2025,北京,0.20649783931115862,0.5932245043864222,0.0,0.05171199937736653,0.18988493042534288,0.0714285714285714,0.4668516946196473,0.5951938263459885,0.2608695652173913,0.5312771445344354,0.3221163695963942,0.890625,0.16787135201600256,0.14025520969112362,0.929142857142857,0.2990958515077017,0.8330188679245283,0.9013091641490432,1.0,0.4620098838605001,0.4738175675675675,1.03,0.8205025942554145,0.9779140022050717,0.3381489611516667,1.036,0.4470588235294118,0.660164271047228,0.8712668713283369,0.0149425287356322,0.0,0.159441320515146,0.3910112359550561,0.1992976294995609,0.7018440463645943,0.5317419585593394,东部,0.2385269476340158,0.0920283164050477,0.580065237790256,0.0,0.0384615384615384,0.1827987762755353,0.0714285714285714,0.1000699413552891,0.1069115823490361,0.4285714285714285,0.8330188679245283,0.2871810578655607,0.9392712550607288,0.4517035475939586,0.9558617416723142,0.957442116868798,0.5317419585593394,0.3046050854350191,0.687949369771808,0.04441154138145109,0.03600000000000003,0.0,9,0,0.4851009401047553,加大投入情景
